id_principal;nombre_principal_en;nombre_principal_es;imagen_principal;id_parte;nombre_parte_en;nombre_parte_es;imagen_parte;id_product;numero_imagen;referencia;nombre_producto_en;nombre_producto_es;descripcion_en;descripcion_es;precio;imagen_producto;stock;id_categoria;id_tax_rules_group
1;"Super Furious RR";"Super Furious RR";;7;"Front Shock Absorber Steering Stem";Horquillas;galeriamoto/7/FrontShockAbsorverSteerinSterm.jpg;2333;11;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;7;"Front Shock Absorber Steering Stem";Horquillas;galeriamoto/7/FrontShockAbsorverSteerinSterm.jpg;2334;12;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;7;"Front Shock Absorber Steering Stem";Horquillas;galeriamoto/7/FrontShockAbsorverSteerinSterm.jpg;2335;13;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;7;"Front Shock Absorber Steering Stem";Horquillas;galeriamoto/7/FrontShockAbsorverSteerinSterm.jpg;2336;14;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;7;"Front Shock Absorber Steering Stem";Horquillas;galeriamoto/7/FrontShockAbsorverSteerinSterm.jpg;2337;15;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2338;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2339;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2340;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2341;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2342;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2343;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2344;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;8;"Front Wheel";"Rueda delantera";"galeriamoto/8/rueda delantera.jpg";2345;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;9;"Rear Brake Main Cylinder";"Freno trasero";galeriamoto/9/furiousrr125RearBrakeMainCylinder.jpg;2347;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;9;"Rear Brake Main Cylinder";"Freno trasero";galeriamoto/9/furiousrr125RearBrakeMainCylinder.jpg;2348;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;9;"Rear Brake Main Cylinder";"Freno trasero";galeriamoto/9/furiousrr125RearBrakeMainCylinder.jpg;2349;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;9;"Rear Brake Main Cylinder";"Freno trasero";galeriamoto/9/furiousrr125RearBrakeMainCylinder.jpg;2350;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;9;"Rear Brake Main Cylinder";"Freno trasero";galeriamoto/9/furiousrr125RearBrakeMainCylinder.jpg;2351;2.1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2354;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2355;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2356;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2357;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2358;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2359;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2360;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2361;10;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2363;12;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;10;"Rear Wheel Assy";"Rueda  trasera super furious";galeriamoto/10/furiousrr125RearWheelAssy.jpg;2364;13;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2365;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2366;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2367;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2368;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2369;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2370;8;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2371;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2372;10;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2373;11;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2374;12;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2375;13;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2376;15;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;11;"Fuel Tank";"Deposito y filtros";galeriamoto/11/5749.jpg.png;2377;16;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2379;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2380;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2381;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2382;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2383;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2384;8;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2385;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2386;10;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2387;11;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2388;12;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;12;"Seat rider";Asientos;galeriamoto/12/furiousrr125Seat1.jpg;2389;13;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;13;"Seat 2";"Asiento trasero";galeriamoto/13/furiousrr125Seat2.jpg;2390;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;13;"Seat 2";"Asiento trasero";galeriamoto/13/furiousrr125Seat2.jpg;2391;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;13;"Seat 2";"Asiento trasero";galeriamoto/13/furiousrr125Seat2.jpg;2392;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;13;"Seat 2";"Asiento trasero";galeriamoto/13/furiousrr125Seat2.jpg;2393;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;13;"Seat 2";"Asiento trasero";galeriamoto/13/furiousrr125Seat2.jpg;2394;8;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2395;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2396;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2397;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2398;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2399;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2400;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;14;"Rear Cover";"Carenado trasero";galeriamoto/14/furiousrr125RearCover.jpg;2401;8;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;15;"Air Cleaner";"Filtro de aire";galeriamoto/15/furiousrr125AirCleaner.jpg;2402;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;15;"Air Cleaner";"Filtro de aire";galeriamoto/15/furiousrr125AirCleaner.jpg;2403;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;15;"Air Cleaner";"Filtro de aire";galeriamoto/15/furiousrr125AirCleaner.jpg;2404;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;16;"Exhaust Muffler";"Sistema de escape";galeriamoto/16/furiousrr125ExhaustMuffler.jpg;2405;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;16;"Exhaust Muffler";"Sistema de escape";galeriamoto/16/furiousrr125ExhaustMuffler.jpg;2406;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;16;"Exhaust Muffler";"Sistema de escape";galeriamoto/16/furiousrr125ExhaustMuffler.jpg;2407;8;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;16;"Exhaust Muffler";"Sistema de escape";galeriamoto/16/furiousrr125ExhaustMuffler.jpg;2408;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2409;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2410;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2411;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2412;7;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2413;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2414;10;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2415;11;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2416;12;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2417;14;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2418;15;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2419;16;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2420;17;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2421;18;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2422;19;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2423;20;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2424;21;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2425;22;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2426;24;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2427;25;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2428;27;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2429;28;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2430;29;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2431;30;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2432;31;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2433;32;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2434;33;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2435;34;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2436;35;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2437;36;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2438;37;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2439;38;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;17;Footrest;Reposapies;galeriamoto/17/furiousrr125Footrest.jpg;2440;39;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;18;"Side Stand";"Pata lateral";galeriamoto/18/furiousrr125SideStand.jpg;2441;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;18;"Side Stand";"Pata lateral";galeriamoto/18/furiousrr125SideStand.jpg;2442;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;18;"Side Stand";"Pata lateral";galeriamoto/18/furiousrr125SideStand.jpg;2443;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2444;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2445;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2446;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2447;6;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2450;9;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;19;"Rear Fork";Basculante;galeriamoto/19/furiousrr125RearFork.jpg;2451;10;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;20;"Rear Shock Absorber";"Amortiguador trasero";galeriamoto/20/amortiguador.jpg;2452;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;20;"Rear Shock Absorber";"Amortiguador trasero";galeriamoto/20/amortiguador.jpg;2453;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;20;"Rear Shock Absorber";"Amortiguador trasero";galeriamoto/20/amortiguador.jpg;2454;3;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;21;"Rear Fender";"Guardabarros trasero";galeriamoto/21/furiousrr125RearFender.jpg;2455;1;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;21;"Rear Fender";"Guardabarros trasero";galeriamoto/21/furiousrr125RearFender.jpg;2456;2;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;21;"Rear Fender";"Guardabarros trasero";galeriamoto/21/furiousrr125RearFender.jpg;2457;4;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;21;"Rear Fender";"Guardabarros trasero";galeriamoto/21/furiousrr125RearFender.jpg;2458;5;;;;;;;;;;
1;"Super Furious RR";"Super Furious RR";;21;"Rear Fender";"Guardabarros trasero";galeriamoto/21/furiousrr125RearFender.jpg;2459;7;;;;;;;;;;
